index,Start_DateTime,End_DateTime,Start_Timestamp,End_Timestamp,Open,Close,High,Low,Volume
0,2022-01-03 09:30:00-05:00,2022-01-03 15:59:00-05:00,1641220200000000000,1641243540000000000,177.83,182.0,182.88,177.71,82350921.0
1,2022-01-04 09:30:00-05:00,2022-01-04 15:59:00-05:00,1641306600000000000,1641329940000000000,182.63,179.69,182.94,179.12,82268924.0
2,2022-01-05 09:30:00-05:00,2022-01-05 15:59:00-05:00,1641393000000000000,1641416340000000000,179.61,174.835,180.17,174.64,81809425.0
3,2022-01-06 09:30:00-05:00,2022-01-06 15:59:00-05:00,1641479400000000000,1641502740000000000,172.7,172.01,175.3,171.64,81039976.0
4,2022-01-07 09:30:00-05:00,2022-01-07 15:59:00-05:00,1641565800000000000,1641589140000000000,172.89,172.22,174.14,171.03,72689434.0
5,2022-01-10 09:30:00-05:00,2022-01-10 15:59:00-05:00,1641825000000000000,1641848340000000000,169.08,172.19,172.5,168.17,88917991.0
6,2022-01-11 09:30:00-05:00,2022-01-11 15:59:00-05:00,1641911400000000000,1641934740000000000,172.32,175.09,175.18,170.82,67432013.0
7,2022-01-12 09:30:00-05:00,2022-01-12 15:59:00-05:00,1641997800000000000,1642021140000000000,176.12,175.61,177.18,174.82,65202078.0
8,2022-01-13 09:30:00-05:00,2022-01-13 15:59:00-05:00,1642084200000000000,1642107540000000000,175.78,172.32,176.62,171.79,71165405.0
9,2022-01-14 09:30:00-05:00,2022-01-14 15:59:00-05:00,1642170600000000000,1642193940000000000,171.34,173.07,173.78,171.09,68682981.0
10,2022-01-18 09:30:00-05:00,2022-01-18 15:59:00-05:00,1642516200000000000,1642539540000000000,171.51,169.83,172.54,169.405,72832022.0
11,2022-01-19 09:30:00-05:00,2022-01-19 15:59:00-05:00,1642602600000000000,1642625940000000000,170.0,166.21,171.08,165.94,80920856.0
12,2022-01-20 09:30:00-05:00,2022-01-20 15:59:00-05:00,1642689000000000000,1642712340000000000,166.98,164.52,169.68,164.18,77514532.0
13,2022-01-21 09:30:00-05:00,2022-01-21 15:59:00-05:00,1642775400000000000,1642798740000000000,164.415,162.41,166.33,162.3,108142915.0
14,2022-01-24 09:30:00-05:00,2022-01-24 15:59:00-05:00,1643034600000000000,1643057940000000000,160.02,162.19,162.3,154.7,140562682.0
15,2022-01-25 09:30:00-05:00,2022-01-25 15:59:00-05:00,1643121000000000000,1643144340000000000,158.98,159.88,162.76,157.02,92693395.0
16,2022-01-26 09:30:00-05:00,2022-01-26 15:59:00-05:00,1643207400000000000,1643230740000000000,163.5,159.75,164.3894,157.82,93515261.0
17,2022-01-27 09:30:00-05:00,2022-01-27 15:59:00-05:00,1643293800000000000,1643317140000000000,162.45,159.2,163.84,158.28,99002160.0
18,2022-01-28 09:30:00-05:00,2022-01-28 15:59:00-05:00,1643380200000000000,1643403540000000000,165.71,170.3499,170.35,162.8,156507826.0
19,2022-01-31 09:30:00-05:00,2022-01-31 15:59:00-05:00,1643639400000000000,1643662740000000000,170.16,174.8,175.0,169.51,94533817.0
